Bubblesort|25000|f|4634717039
Bubblesort|50000|f|15651348128
Bubblesort|75000|f|34720138796
Bubblesort|100000|f|63519622676
Bubblesort|125000|f|100269701458
Bubblesort|150000|f|165880059190
Bubblesort|175000|f|214651146187
Bubblesort|200000|f|296389250159
Bubblesort|225000|f|370544258375
Bubblesort|250000|f|465845590527
Bubblesort|275000|f|565917053544
Bubblesort|300000|f|675003995782
Bubblesort|325000|f|776608006041
Bubblesort|350000|f|922435548916
Bubblesort|375000|f|1054437027209
Bubblesort|400000|f|1155706312580
Bubblesort|425000|f|1368409295084
Bubblesort|450000|f|1542162654987
Bubblesort|475000|f|1693983398007
